1,1,1,17,105,-1,-1,-1,1,234.9,1,148500.0,57.90,0.246553088297,192.1,135000.0,17,1845.8,2080.7,1963.2
1,1,1,25,49,-1,-1,-1,1,369.4,1,357300.0,105.17,0.284683153851,361.2,137700.0,25,5145.3,5514.7,5330.0
1,1,1,33,89,-1,-1,-1,1,417.0,1,169200.0,67.73,0.162435382414,349.9,138600.0,33,2697.4,3114.3,2905.8
1,1,1,41,49,-1,-1,-1,1,114.9,1,154800.0,35.52,0.309280969210,108.2,135000.0,41,5145.3,5260.1,5202.7
1,1,1,8,57,-1,-1,-1,1,102.4,1,159300.0,22.20,0.216698196820,94.9,149400.0,8,3811.6,3914.0,3862.8
1,1,1,0,57,-1,-1,-1,1,531.8,1,286200.0,172.04,0.323486258377,499.3,141300.0,0,3811.6,4343.5,4077.5
1,1,1,2,65,-1,-1,-1,1,150.0,1,144900.0,51.89,0.345945231120,150.0,137700.0,2,2962.2,3112.2,3037.2
1,1,1,34,97,-1,-1,-1,1,761.5,1,524700.0,124.87,0.163971825130,644.1,280800.0,34,2237.9,2999.5,2618.7
1,1,1,57,73,8,0,-1,2,879.4,2,648900.0,159.90,0.181828371652,684.1,449100.0,57,2932.2,3811.6,3371.9
1,1,1,3,81,-1,-1,-1,1,959.1,1,511200.0,236.42,0.246497890310,807.8,137700.0,3,2799.8,3758.9,3279.3
1,1,1,130,65,122,10,-1,4,439.7,22,12905100.0,12.37,0.028133626551,408.0,12647700.0,130,2962.2,3401.9,3182.1
1,1,1,65,73,130,2,-1,4,30.0,23,13065300.0,0.00,0.000000000000,30.0,13065300.0,65,2932.2,2962.2,2947.2
1,1,1,73,81,65,57,-1,4,132.4,25,13739400.0,7.06,0.053337960752,123.7,13716000.0,73,2799.8,2932.2,2866.0
1,1,1,81,89,73,3,-1,4,102.4,26,14260500.0,4.55,0.044454197218,94.9,14251500.0,81,2697.4,2799.8,2748.6
1,1,1,89,97,81,33,-1,4,459.4,27,14635800.0,8.51,0.018524127955,424.3,14437800.0,89,2237.9,2697.4,2467.6
1,1,1,97,105,89,34,-1,4,392.1,28,15404400.0,13.84,0.035282940634,297.0,15172200.0,97,1845.8,2237.9,2041.9
1,1,1,1,16,-1,-1,-1,1,247.3,1,190800.0,43.28,0.175025674600,228.5,145800.0,1,1236.4,1483.7,1360.0
1,1,1,105,16,97,17,-1,4,609.4,29,15764400.0,15.80,0.025933202688,523.9,15554700.0,105,1236.4,1845.8,1541.1
1,1,1,16,-1,105,1,-1,4,1236.4,30,16316100.0,25.35,0.020499366547,1027.0,15956100.0,16,0.0,1236.4,618.2
